artista,musica,tom,sequencia
tom-jobim,aguas-de-marco,G#,Bb/Ab;G#/E;G/E;Bb7M/F;Bb7/E;Eb7M(9);Ab7(13);Bb6;Fm6;Bb7(13);C7/E;Ebm6;Bb6;Fm6;Bb7(13);C7/E;Ebm6;Bb6;Bb/Ab;Gm6;Ebm6/Gb;Fadd4;Bb7/E;Eb7M(9);Ab7(13);Bb6;Bb/Ab;Gm6;Ebm6/Gb;Fadd4;Bb7(9)/F;Bb7;C7/E;Ebm6;Bb6;Bb/Ab;Gm6;Ebm6/Gb;Fadd4;Bb7/E;Eb7M(9);Ab7(13);Bb6;Fm6;Bb7(13);C7/E;Ebm6;Bb6;Bb/Ab;Gm6;Ebm6/Gb;Fadd4;Bb7(9)/F;Bb7;C7/E;Ebm6;Bb6;Bb/Ab;Gm6;Ebm6/Gb;Fadd9;Bb7/E;Eb7M(9);Ab7(13);Bb6;E/D;Db/B;Db7/B;Bb/Ab;Gm6;Ebm6/Gb;Fadd4;Bb7(9)/F;Bb7(13);Eb7M(9);Ab7(13);Bb6;Bb/Ab;Gm6;Ebm6/Gb;Fadd4;Bb7;C7/E;Ebm6;Bb6;Bbm6;C/Bb;B/Bb;Bb6;Bb6;Fm6;Bb7;C7/E;Ebm7;Bb6;Bbm6;C/Bb;B/Bb;Bb7M;Bbm7;C/Bb;B/Bb;Bb7M;Fm;Bb7;Eb7(9);Eb6/G;Ab7(13);Bb6;Fm;Bb7;Eb7(9);Eb6/G;Ab7(13);Bb6;Fm6;Bb7(13);C7/E;Eb6;Bb7M;Bb6;Gm13+;Ab;Gm6;Ebm/Gb;Bb6;Bbm6;C/Bb;B/Bb;Bb;Bbm/Db;C;B;Bb
tom-jobim,ai-quem-me-dera,A,C#6(9);F#6(9);A6(9);F#6(9);F#m6;B7(9);E7M;F#m6;B7(9);G#m7(11);C#7(9-);F#m6;Am6;G#m7(11);C#7(9-);F#m6;B7(9);E6(9);C/D;D7(9);G7M;Gm6;C7(9);F7M;F#m6;B7(9);E7M;F#dim;F#m6;B7(9);C/D;D7(9);G7M;C/D;D7(9);Bm7(11);E7(9-);Am6;Cm6;Bm7(11);E7(9);D7(9);F7(9);G#7(9);C7(9-);F#m6;B7(9);E7M;F#m6;B7(9);G#m7(11);C#7(9-);F#m6;Am6;G#m7(11);C#7(9-);F#m6;B7(9);E6(9);C/D;D7(9);G7M;Gm6;C7(9);F7M;F#m6;B7(9);E7M;F#dim;F#m6;F#m6;B7(9);C7M(9);E7M
tom-jobim,ana-luiza,F#,Db6;Bbm7;Ebm;Ab7;Bbm;Bbm7M;Bbm7;Eb7(9);Ebm;Ebm7M;F7(b13);Ab/Bb;Bb7(b9);Db/Eb;Eb7(9);Eb7(9)(#11);Db/Eb;Ab7(4)(9);Ab7(4)(b9);Db6;Dm7(b5);G7(9);Dm7(b5);G7(11);G7;F;Em7;Ebº;Bb/D;G/D;Gm7;A7(b13);Em7(b5);A7(b9)(13);A7(b9)(b13);A7(b9);F7M;Fm7;F/G;G7(b9);Em7;Ebº;Dm7(9);B/C#;G7(#5);Cº;F7(4)(9);F7(4);Bb7M;Em7(9);A7(#5);D7M(9);C7M;Em7(b5);A7(9);Em7(b5);A7(9);A;G;F#m7;Fº;C/E;A7/E;Am7;B7(b13);Ab7(b13);Gm7(b5);C7(b9);Ab7M;Abm7;Ab/Bb;Bb7(b9);Gm7;Gbº;Fm7;Bb7(4)(b9);Ebm7M;Eb7M;A7(b9)(13);A7(b9)(b13);A7(b9)
tom-jobim,angela,E,D#m7(b5/9);G#7(b13);C#m7(b5/9);F#7(b13);Bm7(b5/9);E7(b9);A7M;Bm7;C#m7;D7M;D#m7(b5/9);G#7(b13);C#m7(b5/9);F#7(b13);Bm7(b5/9);E7(b9);A7/4;A7;D7M(9);Dm(7M/9);Dm7(9);C#m7(9);F#7(b13);B7(13);Dm6/9;E7(b9);A7M(9);F#m7(9);Dm7(b5/9);G#7(b13);C#m7(b5/9);F#7(b13);Bm7(b5/9);E7(b9);A7/4;A7;D7M(9);Dm(7M/9);Dm7(9);C#m7(9);F#7(b13);B7(13);Dm6/9;E7(b9);A7M(9);F#m7(9);Fm7(b5);E7M(9)
tom-jobim,as-praias-desertas,C,F7M;Dm7;Bb7;A7M;D7M;Dm7;A7M;C#m7;D;C#m7;Em7;A7;D;Dm7;Am;C#m7;D7;C#m7;C7;A7;D7M;Dm7;A7M;Dm7;G7;C7M;Cm7;F7;Bb7M;Bb7;Bm7(b5);E7;Am7;Dm7;G7;C7M;F7M;Dm7;Bb7;A7M
tom-jobim,aula-de-matematica,A,G7M;Gm6;Bm7;E7/9;G7M;Gm6;A7;A7(b13);Dmaj7;D#º;E7/9;D7;G7M;Gm6;Bm7;E7/9;G7M;Gm6;A7;Bm7;E7/9;Bm7;E7/9;Bm7;A7(b13);Dmaj7;D#º;E7/9;D7;G7M;Gm6;Bm7;E7/9;G7M;Gm6;Eº;G7M;A7(b13);Dmaj7;E7;E7/9;A7;F#7M;G#m6;F#7M;G#m7;F#7M;Am6;G#m7;C#7;A7M;Bm7;A7M;Bm6;Bm7;E7/9;Bm7;A7(b13);Dmaj7;D#º;E7/9;D7;Gm6;Eº;B7(13);Dmaj7;Bm7;E7/9;A7;Bm7;E7/9;A7;Gm6;Bm7;E7/9;F#7(13);Bm7;E7/9;Bm7;E7/9;Bm7;E7/9;A7;D7(b9)
tom-jobim,chega-de-saudade,C,Gm7;A7;Dm;Dm/C;E7/B;Eb/Bb;A7;Dm7;Eb7(9);Dm;Dm/C;E7/B;Bbm6;A7(b13);Dm7;Eb7(9);Dm7;E7;Am7;Bb6;A7;A7/b13;Dm;Dm/C;E7/B;Bbm6;A7(b13);D7M;D7(b9);Gm7;A7(b13);Dm;Am/C;E7/B;A7(B13);B13;Bbm6;Dm7;Em7;A7(13);D7M(9);B7(B9/B13);E7(9);E7;G/A;A7(9);Dº;D6;D7M;Dº;Em7;E7(9);Gm6/Bb;A7(b9);D7M(9);Bm7;E7(9);F#m7;Bm7;Bbm7;Am7;D7(b9);G7M;Gm7;F#m7;B7(13);B7(b13);E7(9);A7;F#13;B7(B9/B13);E7(9);A7(13);D;B7(B9/B13);E7(9);A7(13);D;B7(B9/B13);E7(9);A7(13);D
tom-jobim,corcovado,F,Am6;G#°(b13);Gm7;C7/9;F7M;Fm6;Em7;Am7;D7/9;G#°(b13);Am6;G#º(b13);Gm7;C7/9;F7M;F6;Fm6;Bb7/9;Em7/9;A7/13;A7/13-;Am6;Fm6;Bb7/9;Am6;G#º(b13);Gm7;C7/9;F7M;F6;Fm6;Bb7/9;Em7;Am7;Dm7;G4/7/9;G7/9-;Em7/5-;A7/13-;F7M;Fm6;Am6;Am6;G#º(b13);Gm7;C7/9;F7M;F6;Fm6;Bb7/9;Em7/9;A7/13;A7/13-;Am6;Fm6;Bb7/9;Am6;G#º(b13);Gm7;C7/9;F7M;F6;Fm6;Bb7/9;Em7/9;A7/13;A7/13-;Am6;Fm6;Bb7/9
tom-jobim,desafinado,C#,F7M/A;Ab°(13-);Gm7(11);Gb7(11+);F7M/A;Abº(13-);Gm7(11);Gb7(11+);Eb7M/G;A°(9-);Gm7;Dm7;Bb7(5-/13-);A7M;Ab7(13-);G7(13);Gb7(11+);F6(9);G7(11+);Gm7;C7;Am7(5-);D7(13-);Gm7(9);A7(9-);D7M;D7(9-);G7(9);G7(9-);Gm7(5-);Gb7M(11+);F7M;G7(11+);Gm7;C7;Am7(5-);D7(13-);Gm7(9);A7(9-);Dm7(11);E7(9+);A7M;Ab7(13-);G7(13);Gb7(11+);A7M;A#°;Bm7(11);E7(9-);A7M;Am7(9);Bm7(5-);Bb7(9);C7M;C#°;Dm7(11);G7(13-);Gm7;D7(9-);D7(13-);G7(13);G7(13-);C4(7/9);C7(9-/11+);F7M;G7(11+);Gm7;C7;Am7(5-);Bb6(9);Bbm7M;Am7;Abº7M;G7;Gb7M(11+);Gm7;C4(7/9);C7(9-);Gm7(11);Gb7(11+);F7M;F7M(6/9/11+);F7M/A;Abº(13-);Gm7(11);Gb7(11+);F7M/A;Abº(13-);Gm7(11);Gb7(11+);Eb7M/G;Aº(9-);Gm7;Dm7;Bb7(11+/13-);A7M;Ab7(13-);G7(13);Gb7(11+);F6(9);G7(11+);Gm7;C7;Am7(5-);D7(13-);Gm7(9);A7(9-);D7M;D7(9-);G7(9);G7(9-);Gm7(5-);Gb7M(11+);G7(11+);Gm7;C7;Am7(5-);D7(13-);Gm;A7(9-);Dm7;E7(9+);A7M;Ab7(13-);G7(13);Gb7(11+);A7M;A#°;Bm7(11);E7(9-);A7M;Am7(9);Bm7(5-);Bb7(9);C7M;C#º;Dm7(11);G7(13-);Gm7;D7(9-);D7(13-);G7(13);G7(13-);C4(7/9);C7(9-/11+);F7M;G7(11+);Gm7;C7;Am7(5-);Ab7(5-);Bb6(9);Bbm7M;Am7;Abº7M;G7;Gb7M(11+);G7;Gm7;C4(7/9);C7(9-);Gm7(11);Gb7(11+);F7M;F7M(6/9/11+)
tom-jobim,eu-sei-que-vou-te-amar,D,E9;C#°;Em7/b5;Bbm6;F#m7/b5;F7+;C7+;G7/b9;C7+;C#º;Dm7;G7/5+;G7;Gm7;C7/9;F7+;Bb7/b5;Em;C#º;Dm7;G7/5+;G7;Em7/b5;A7/5+;D7/9;G7/5+;G7;C7+;C#º;Dm7;G7/5+;G7;Gm7;C7/9;F7+;Bb7/b5;Em;C#º;Em5-/7;A7/5+;A7;Dm7/9;G7/5+;G7;C7+;Em5-/7;A7/5+;A7;Dm7/9;G7/5+;G7;C7+;G7/b9
tom-jobim,garota-de-ipanema,F,F7M;G7(13);Gm7;C7(9-);Am7(11);Ab7(11+);Gm7(11);Gb7(11+);F7M;G7(13);Gm7;C7(9-);Am7(11);Ab7(11+);Gm7(11);Gb7(11+);F7M;G7(13);Gm7;C7(9-);F7M;F#7M;B7(9);F#m7;D7(9);Gm7;Eb7(9);Am7;D7(9-);Gm7;C7(9-);F#7M;B7(9);F#m7;D7(9);Gm7;Eb7(9);Am7;D7(9-);Gm7;C7(9-);F7M;G7(13);Gm7;C7(9-);F7M;C7(9-);F7M;C7(9-);F7M;C7(9-);F7M;C7(9-);F7M
tom-jobim,pela-luz-dos-olhos-teus,C,D;Bm7;Em7;A4/7(9);Em;A4/7(9);D;D6;Am7;D7;G7M;C7(9);D;A4/7(9);D;F;Dm7;Gm7;C4/7(9);Gm7;C4/7(9);F;F6;Cm7;F7;Bb7M;Eb7(9);F;C4/7(9);F
tom-jobim,samba-de-uma-nota-so,D,B6/9;A7;Ab7/4;G7/5-;B6/9;A7;Ab7/4;G7/5-;C#m7/11;F#7/5+;Bmaj7;Bm7;E7;B6/9;A7;Ab7/4;G7/5-;F#;Bm7;E7;Amaj7;A6;Am7;D7;Gmaj7;G6;G7;F#7;B6/9;A7;Ab7/4;G7/5-;B6/9;A7;Ab7/4;G7/5-;C#m7/11;F#7/5+;Bmaj7;E7/9;B6/9;A7;Ab7/4;G7/5-;F#
tom-jobim,samba-do-aviao,C,Amaj7;C°;Bm7;C°;Dbm7;D°;Dmaj7;Dm6;Dbm7;C°;Em7;F#7/#5;B7/6;B7/#5;Bm7;E7/b9;Amaj7;C°;Bm7;C°;Dbm7;D°;Dmaj7;D6/9;Dm6;Dbm7;C°;Bm7;G#°;Dbm7;F#7/#5;Bm7;E7/b9;Em7;F#7/#5;Bm9;Bm7;F#7/#5;F7/#5;Bmaj7;Db°;Cm7;Db°;Dm7;Eb°;Ebmaj7;Eb6/9;Ebm6;Dm7;Db°;Cm7;A°;Dm7;G7/#5;Cm7;F7/b9;Fm7;G7/#5;Cm9;F#7/#5;F7/#5;B6/9
tom-jobim,wave,G,Dm7;G/D;Dm7;G/D;D6/F#;Gº;Am7(11);D7(9-);G7M;Gm6;F#7(13);F#7(13-);F#m7;B7(9-);E7(9);Bb7(9);A7(13-);Dm7;G/D;Dm7;G/D;D6/F#;Gº;Am7(11);D7(9-);G7M;Gm6;F#7(13);F#7(13-);F#m7;B7(9-);E7(9);Bb7(9);A7(13-);Dm7;G/D;Dm7;G/D;Gm7;C/Bb;Am7;Fm7;Bb/Ab;Gm/A;A7(13-);D6/F#;Gº;Am7(11);D7(9-);G7M;Gm6;F#7(13);F#7(13-);F#m7;B7(9-);E7(9);Bb7(9);A7(13-);Dm7;G/D;Dm7;G/D;Dm7;G/D;Dm7;G/D
ton-carfi,porque-eu-te-amei,C,F;C;G;Am;G;F;C;G;Am;F;C;Am;G;F;C;Am;G;Dm;C;F;Am;Dm;C;F;C;G/B;Am;Am/G;F;F;C;Dm;G;C;G/B;Am;Am/G;F;C/E;Dm;G;F;C;Am;G;F;C;Am;G;F;C;Am;G;Dm;C;F;Am;Dm;C;F;C;G/B;Am;Am/G;F;F;C;Dm;G;C;G/B;Am;Am/G;F;C/E;Dm;G;F;C;Am;G;F;C;Am;G;F;C;Am;G;C;G/B;Am;Am/G;F;C/E;Dm;G;C;G/B;Am;Am/G;F;C/E;Dm;G
tonico-e-tinoco,chico-mineiro,G,D;G;D#11;G;G;D#11;G;D#11;G;C;D#11;C;G;C;G;D#11;G;D#11;G;D#11;G;D#11;G;C;D#11;C;G;C;G;D#11;G;D#11;G;D#11;G;D#11;G;C;D#11;C;G;C;D#11;G
toninho-geraes,se-a-fila-andar,D,A7+;A6;A7+;A6;B/A;Bm7;E7/9+;A7+;E7;A7+;A6;A7+;A6;B/A;Bm7;E7/9;Em;A7/5+;A7;D6/9;E/D;C#m;G7;F#7;Bm7;Cm;C#m;D;E7;A7+;E/G#;Em/G;A7;D6/9;E/D;C#m;G7;F#7;Bm;Cm;C#m;D;E7;A7+;A6;Em;A7
toque-no-altar,bendito-seras,F,G;D/F#;Em;D/F#;G;D/F#;Em;D;G;D/F#;Em;D/F#;G;D/F#;Em;D;C;D;D/F#;G;D/F#;Em;D/F#;G;D/F#;Em;D;C;D;Gm;Gm7+;Gm7;Gm6;D#;Cm;A°;D/F#;Gm;Gm7+;Gm7;Gm6;D#;Cm;F/A;D#/G;F/A;A#;Dm;D#;F;A#;Dm;D#;F;Gm;Dm;D#;F;Gm;Dm;D#;F;D#7+;F/D#;D#/G;F/A;Em;F;G;E;B;D#m;E;F#;B;D#m;E;F#;G#m;D#m;E;F#;B;E/G#;F#/A#;B/D#;E/G#;F#/A#;B;E
toque-no-altar,deus-de-promessas,F,F;C/E;Dm7;G;Dm7;G/B;C/E;F;Dm7;G/B;C/E;F;C/E;Dm7;G/B;C9;G/B;Am7;F;C/E;Dm;G;F;C/E;Dm;Bb;F/A;G4;G/F;C/E;Am;Dm7;G4;G;G/F;C/E;Am;Dm7;G4;G;Am7;G;F;G;Am7;G;F;G;Am7;G;F;G;Am7;G;Bb9;F/A;G4;G
toque-no-altar,deus-do-impossivel,F,Dm;Dm7;Bb9;Bb;F;C;Bb9;Am;Am7;Am;Bb9;Am;Am7;Am;Bb/D;Gm;Bb;Dm;Dm7;Dm;Bb/D;Gm;Bb9;Bb/D;C;Bb6/C;F;C;Gm;Dm;Bb;C;Bb;Dm;Bb9;Am;Am7;Am;Bb9;Am;Am7;Am;Bb/D;Gm;Bb9;Dm;Dm7;Dm;Bb/D;Gm;Bb9;Bb/D;C
toque-no-altar,faz-chover,C,Am;F;C;G;Am;F;C;G;Am;F;C;G;Am;F;C;G;Am;F;C;G;Am;F;C;G;Am;F;C;G;Am;F;C;G;Am;F;C;G;A;F;C;G;Am;F;C;G;Am;F;C;G;Am;F;C;G;Am;F;C;G;A;F;C;G;Am;F;C;G;Am
toque-no-altar,olha-pra-mim,G,Am7;G/B;C;Cm/D#;D4;Am7;G/B;C;D;Am7;G/B;C;D;Am7;Bm;Am7;Bm;Am7;Bm;C;D;Am7;Bm7;C;Bm;Em7;Am7;Bm7;C;D
toque-no-altar,perto-quero-estar,C,A;D;A;D;G;C;C;F;G/B;C;G/B;F;Am;G;F;F/A;C;F/C;G/B;C;G/B;F/A;Am;G;F;C;F;G/B;F;F/G;G/B;C;G/C;F;C;G/C;F;G;C;G/C;F;Am;G;C;F/A;G/B
toque-no-altar,restitui,D,Bm7;G;Bm7;G;Bm7;G;D/F#;Em7;F#m7/9;G;D/F#;Em7;A;A4;A;G;Em7;A4;A;G;Em7;A;G;A;A4;A;G;Em7;A4;A;Bm7;G;B;C#;D;A;Em7;A;Em7;A;Em7;D/F#;G;A4;A4;A;G;Em7;A4;A;G;Em7;A;G;A;A4;A;G;Em7;A4;A;Bm7;G;Bm7;G
toque-no-altar,te-louvarei,F,G;G/B;C/G;G;G/B;C/G;F;Bb9;Bb4;F/A;Bb9;F/A;Eb/G;Gm;C6/G;Eb;F/A;Bb9;Bb4;F/A;Bb9;F/A;Eb/G;Gm;C6/G;Eb;F/A;Bb;Bb11/Eb;Eb6(9)/F;Bb11/Eb;Eb/G;F/A;Bb;F/A#;Eb;F9;Bb;F/A;Eb;F9;Bb;F/A#;Eb;Gm;C6/G;Bb;Eb/G;F/A;Eb/G;F/A;Bb9;F/A#;Eb/G;F/A;Bb9;F/A#;Eb/G;F/A;Bb9
toque-no-altar,toda-sorte-de-bencao,A,A;E;D;A;A/G#;D/E;A;A/G#;D/E;A;A/G#;D/E;A;A/G#;D/E;Bm;F#m;E;Bm;F#m;E;A;A/G#;D/E;A;A/G#;D/E;A;A/G#;D/E;A;A/G#;D/E;Bm;F#m;E;Bm;F#m;E;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D
toque-no-altar,tua-graca-me-basta,E,C#m;B;A;B;C#m;E;A9;E;A9;C#m;B4;B9;A9;E/G#;F#m;B9;E;A9;E;A9;C#m;B4;B9;A9;E/G#;F#m;B9;B4;A9;E/G#;F#m;C#m;B4;B9;A9;E/G#;F#m;C#m;B4;B9;A9;B9;E;E;A9;E;A9;C#m;B4;B9;A9;E/G#;F#m;B9;E;A9;E;A9;C#m;B4;B9;A9;E/G#;F#m;B9;E;A;E/G#;F#m;C#m;B4;B9;A9;E/G#;F#m;B;C#m;G#m;A;E;F#m;B9;B4;A9;E/G#;F#m;C#m;B4;B9;A9;E/G#;F#m;C#m;B4;B9;A9;B9;E;E;A9;E;A9;C#m;B9;A9;B9;B4;A9;E/G#;F#m;C#m;B4;B9;A9;E/G#;F#m;C#m;B4;B9;A9;B9;E
toquinho,aquarela,C,G;G/B;C;C/D;G;G/B;C;C/D;G;G/B;C;C/D;G;G/B;C;C/D;G;G/B;C;C/D;G;G/B;C;C/D;G;G/B;C;C/D;Em;Em/D;C;F7M;G;G/B;C;C/D;Em;Em/D;C;F7M;G;G/B;C;C/D;G;D/F#;C/E;C/D;G;D/F#;C/E;C/D;G;B7;Em;A7;C/D;G;D/F#;C/E;C/D;G;D/F#;C/E;C/D;G;B7;Em;A7;C/D;G;D/F#;C/E;C/D;G;B7;Em;A7;C/D;G;G/B;C;C/D;G;G/B;C;C/D;G;G/B;C;C/D;G;G/B;C;C/D;G;G/B;C;C/D;Em;Em/D;C;F7M;G;G/B;C;C/D;G;D/F#;C/E;C/D;G;D/F#;C/E;C/D;G;B7;Em;A7;C/D;G;D/F#;C/E;C/D;G;D/F#;C/E;C/D;G;B7;Em;A7;C/D;G;G/B;C;C/D;G;G/B;C;C/D;G;G/B;C;C/D
train,hey-soul-sister,E,E;B;C#m;A;E;B;C#m;A;E;B;C#m;A;B;E;B;C#m;A;E;B;B;C#m;A;B;A;B;C#m;B;A;B;C#m;B;A;B;C#m;B;A;B;E;E;B;C#m;A;E;B;C#m;A;E;B;C#m;A;B;E;B;C#m;A;E;B;C#m;A;B;A;B;C#m;B;A;B;C#m;B;A;B;C#m;B;A;B;E;E;B;C#m;A;E;B;C#m;A;B
trazendo-arca,marca-da-promessa,G,Em;C;G;D;Em;C;G;D;Em;C;G;D;Em;C;G;D;Em;C;G;D;G;D;Em;C;G;D;Em;C;Em;C;G;D;Em;C;G;D;Em;C;G;D;Em;C;G;D;Em;C;G;D;Em;C;G;D;Em;C;G;D
trazendo-arca,sobre-as-aguas,E,F#m7/9;C#m7;B/D#;E;F#m7/9;C#m7;B/D#;E4;E;E/C#;C#m7;A;B4;B;B9;E4;E;E/C#;C#m7;A;B4;B;B9;E;A9;B9;C#m7;B9;A9;B9;C#m7;B9;A9;E/G#;B9;A/C#;B/D#;E;A9;B9;C#m;B9;A9;B9;C#m7;B9;A9;E/G#;B9;A/C#;B/D#;F#m7/9;C#m7;B/D#;E;A;E;A9;B9;C#m;B9;A9;B9;C#m;B9;A9;E/G#;B9;A/C#;B/D#;E;A9;B9;C#m;B9;A9;B9;C#m;B9;A9;E/G#;B9;A/C#;B/D#;F#m7/9;C#m7;B/D#;E;E;A9;B9;C#m
tribalistas,ja-sei-namorar,C,Am;C;F;G;Am;C;F;G;Am7;C;F;G;F;G;C;G;Am;C;F;G;Am;C;F;G;Am;Am;C;F;G;Am;C;F;G;Am;C;F;G;F;G;C;G;Am;C;F;G;Am;C;F;G;Am7;C;F;G;Am;C;F;G;Am;C;F;G
tribalistas,velha-infancia,A,F#m;Bm;E;F#m;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m;Bm;E;F#m
tribo-da-periferia,insonia-part-hungria,F,Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C;Dm;C;Bb;C
trio-parada-dura,blusa-vermelha,E,E;A;E;B7;E;E;B7;E;B7;E;E;B7;E;E7;A;E;F#;B7;E;Ebm;C#m;B7;E;B7;E;E7;A;E;F#;B7;E;E;A;E;B7;E;E;B7;E
trio-parada-dura,telefone-mudo,A,D;A;E;A;D;A;E;D;A;E;D;D;A;E;D;A;A7;D;A;E;D;A;E;D;A;E;D;A;E;D;A;E;D;E;A;D;A;E;D;A;A7;D;E;A;E;A
turma-do-pagode,a-paz-que-faltava,A#,B9;Gm7/4;Ab7+;F7/4;B9;Gm7;Ab7+;F7/4;Gm7/4;Bb7+;C;F7/4;Bb7+;Gm7;Ab7+;Cm7;D7;Gm7/9;C7/9;Gm7/9;F7/4;Bb7+;Eb7+;Am7/5-;D7/9-;Gm7/9;C7/9;Gm7/9;F7/4;Bb7+;Eb7+;Ab7+;F7/4;Bb7+;Gm7/4;Ab7+;F7/4;Bb7+;Gm7/4;Ab7+;F7/4;Bb7+
turma-do-pagode,agente-ja-nao-rola,F,Bb7+;C7;Bb7+;C7;Am;D7;Bb7+;C7;Bb7+;Em7/5-;A7;Bb7+;C7;Bb7+;Em7/5-;A7;F7/4;F7;Bb7+;C7;Am;Cm;F7
turma-do-pagode,agente-tem-tudo-a-ver,G,G7+;C;G7+;C;G7+;C;Am7;D7;G7+;C;G7+;C;G7+;C;Am7;D7;G7+;C;G7+;C;G7+;C;Am7;D7;Em;Bm;Em;Bm;Em;Am;D7;B7;Em;Bm;Em;Bm;Em;Am;D7;G7+;C;G7+;C;G7+;C;Am7;D7;G7+;C;G7+;C;G7+;C;Am7;D7
turma-do-pagode,amigos,D,D7+;G9;D7+;A7/4;D7+;G9;D7+;A7/4;Bm7;F#m7;G7+;F#m7;A7/4;Bm7;F#m7;G7+;F#m7;A7/4;A7;A7/4;A7;A7/4;A7;D7+;A;Bm7;F#m7;G7+;F#m7;C;D7+
turma-do-pagode,ao-som-da-batucada,D#,Eb7+;D7;Gm7;Gm7;Eb7+;D7;Gm7;Eb7+;D7;D#7;D7;D#7;D7;Gm7;Eb7+;D7;Gm7;Eb7+;D7;Gm7;Eb7+;D7;Gm7;Eb7+;D7;Gm7;Gm7;Fm7;Eb7+;D7;Gm7;Fm7;Eb7+;D7
turma-do-pagode,aquele-beijo,D,D9;G9;D9;Bm7;A;D9;G7+;G6;D9;Bm;A7/4;D7+;G7+;G6;D9;Bm;A;F#7;Bm7;F#m7;G7+;A;F#7;Bm7;F#m7;G7+;A;F#7;Bm7;F#m7;G7+;A7/4;Bm7;F#m7;G7+;A7/4;D7+;G#7/5-;G7+;A7/4;D7+/9;Bm7;G7+;A7/4;D7+;G#7/5-;G7+;A7/4;D7+/9;Bm7;G7+;A7/4;D7+
turma-do-pagode,beijo-roubado,C,G7/4;G7/9/11;A7/9/11;G7/4;G7/9/11;A7/9/11;A7/13-;G7/9/11;A7/9/11;G7/9/11;A7/9/11;G7/9/11;A7/9/11;F7+;F6;Em7;F7+;Dm7/9;A7/9/11;G7/4;F7+;F6;Em7;Am7;C/G;F7+;F#º;G7/4
turma-do-pagode,camera-escondida,C,G9;Dm7/9;G7/13;C7+;Bm7;Am7/9;D7;G9;Dm7/9;G7/13;C7+;Bm7;Am7;G7/13;G7/5+;C7+;G7+;F7+;G7+;C7+;D7;G7/13;C7+;G7+;G7/4;G7/13;Cm7;Am7;D7/9;Am7;Abm7;Am7;G7+;Dm7;G7/13;C7+;Bm7;Am7/9;D7;G7+
turma-do-pagode,camisa-dez,B,B7M;G#m7(11);C#m7;E/F#;B7M;B6;B7M;G#m7(11);C#m7;E/F#;B7M;B6;B7M;B7(13);Cm7;C#m7;E/F#;B7M;B6;B7M;G#m7(11);C#m7;E/F#;B7M;B6;B7M;B7(13);E9;A#m7(b5);G#m;G#m(7M);G#m7;C#7(9);E9;E/F#;B7M;B7M;B7M;B7M;A/B;E9;E/F#;D#m7;G#m7;C#m7;F#7SUS4;G#7SUS4;G#7;E9;F#7/E;D#m7;G#m7;C#m7;F#7SUS4;G#7SUS4;G#7
turma-do-pagode,coincidencia,E,E9;G#m7;A7+;C°;E9;G#m7;A7+;C°;F#m7;G#m7;C#m7;A7+;B7/4;E;G#m7;E;A7+;B7/4;E;E5+;A7+;C°;C#m;G#m7;A7+;C;D;E9
turma-do-pagode,coracao,D,Bm7/9;Em7;G/A;G7+;F#m7;C#m7/5-;F#7/9+;Bm7/9;Em7;G/A;G7+;F#m7;Em;F#7/9+;G7+;A7;Bbº;Bm7;E7/9;Am7;D7/9;G7+;A7;Bbº;Bm7;E7/9;C#m7/5-;Gm7;F#m7;Fm7;Em7;Bm7;Em7;Bm7;G7+;G6;D7+/9;D7+;G7+;F#m7;Em7;F#7;G7+
turma-do-pagode,corpo-e-alma,D,A7+;F7+;G7+;A7+;F#m7;F9;E7/9;A7+;F7+;G7+;A7+;F#m7;F9;E7/9;A7+;F#m7/9;B7/9;F#m7/9;Em7/9;A5+;D7+;C#m7;Bm7;D/E;F7+;G7+;A7+;A6;F7+;G7+;A7+
turma-do-pagode,horario-de-verao,G,Em7;D7+/9;Em;G7+;A/G;G7+;A/G;G7+;G6;A6;Am7/9;G#7/5-;G7+;G6;A6;Am7/9;G#7/5-;G7+;G6;G7+;A4/7;F#m7;Fº;G#7/5-;G7+;A4/7;F#m7;Fº;G#7/5-;G7+;F#m7;Em7;G6;D7+/9;Em7;Em7;D7+/9
turma-do-pagode,horas-iguais,C,F/G;G/A;F/G;C9;F/G;G/A;F/G;C6/9;F/G;G/A;F/G;C6/9;Am7;Dm7;G7;Em;Am7;Dm;F/G;C6/9;Am7;Dm7;G7;Em;Am7;Ab7+;F/G;C9;C7(9)/Bb;F7+;C6/9;C7(9)/Bb;F7+;C6/9;C7(9)/Bb;F/G;G/A;F/G;C6/9
